자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-35037,2024-06-30 22:50:05,2364,도산공원교차로,0,2024-06-30 23:56:15,02518,서초동 현대아파트 앞,0,66,5143.53,2001,M,내국인,ST-1173,ST-1903,일반자전거
SPB-63189,2024-06-30 23:51:53,4515,동문굿모닝탑,0,2024-06-30 23:56:16,00787,양천아파트 입구,0,4,883.7,2007,M,내국인,ST-2765,ST-2013,일반자전거
SPB-45189,2024-06-30 23:52:29,255,도림사거리,0,2024-06-30 23:56:17,00241,신길우성1차아파트 앞 공원,0,3,286.18,2007,M,내국인,ST-303,ST-290,일반자전거
SPB-81934,2024-06-30 23:56:09,2423,영희초교 사거리(래미안개포루체하임),99,2024-06-30 23:56:17,02423,영희초교 사거리(래미안개포루체하임),99,0,0.0,1997,\N,내국인,ST-1889,ST-1889,새싹자전거
SPB-42784,2024-06-30 21:58:57,2540,반포천 앞,0,2024-06-30 23:56:17,02214,신반포역 2번출구 앞,0,117,625.22,2000,M,내국인,ST-1924,ST-748,일반자전거
SPB-30347,2024-06-30 23:39:50,634,외국어대 정문 앞,0,2024-06-30 23:56:17,00634,외국어대 정문 앞,0,16,0.0,2003,F,내국인,ST-401,ST-401,일반자전거
SPB-59315,2024-06-30 23:38:57,1620,중계동 노원구민체육센터 옆(중1-2),0,2024-06-30 23:56:18,05333,노원역9번-10번 출구 앞,0,17,1998.39,2001,M,내국인,ST-867,ST-3288,일반자전거
SPB-49171,2024-06-30 23:45:15,2737,까치산역 3번 출구,0,2024-06-30 23:56:19,03792,화곡본동시장 입구,0,11,1460.0,\N,F,내국인,ST-2054,ST-2551,일반자전거
SPB-68495,2024-06-30 23:51:20,2711,가로공원공영주차장 1번 출구,0,2024-06-30 23:56:20,06171,월드빌딩 앞,0,5,600.0,1974,F,내국인,ST-2027,ST-3276,일반자전거
SPB-44535,2024-06-30 23:45:34,708,서울출입국관리사무소 앞,0,2024-06-30 23:56:20,00787,양천아파트 입구,0,10,1786.79,2003,M,내국인,ST-315,ST-2013,일반자전거
SPB-40561,2024-06-30 23:52:06,245,삼성생명 당산사옥 앞,0,2024-06-30 23:56:22,00296,KT플라자 영등포점,0,4,801.8,\N,M,내국인,ST-294,ST-1968,일반자전거
SPB-59882,2024-06-30 23:48:06,1018,둔촌 주공 GS 맞은편,0,2024-06-30 23:56:23,01048,둔촌어린이공원,0,8,1159.35,2004,\N,내국인,ST-830,ST-1370,일반자전거
SPB-34687,2024-06-30 23:43:25,769,CBS방송국 앞,0,2024-06-30 23:56:24,00735,영도초등학교,0,12,1658.1,2006,M,내국인,ST-1995,ST-1006,일반자전거
SPB-45638,2024-06-30 23:44:46,165,중앙근린공원,0,2024-06-30 23:56:25,00915,증산역 4번출구,0,11,1450.0,1998,M,내국인,ST-222,ST-463,일반자전거
SPB-65612,2024-06-30 23:53:06,979,원풍빌라앞,0,2024-06-30 23:56:26,00914,새절역 2번출구,0,3,760.0,\N,M,내국인,ST-2247,ST-462,일반자전거
SPB-30612,2024-06-30 23:46:05,1291,서울체육고등학교 앞,0,2024-06-30 23:56:26,01076,천동초교입구사거리 버스정류장(십자성마을 방면),0,10,2153.53,1999,\N,내국인,ST-1580,ST-1837,일반자전거
SPB-68840,2024-06-30 23:35:11,4116,이문e편한세상아파트 앞,0,2024-06-30 23:56:27,00602,장안동 사거리,0,21,4110.0,1971,M,내국인,ST-2505,ST-262,일반자전거
SPB-32609,2024-06-30 23:47:45,1643,태릉입구역 8번출구,0,2024-06-30 23:56:29,01442,중랑구청 중화동 별관 앞,0,8,2127.36,\N,M,내국인,ST-1111,ST-1093,일반자전거
SPB-57867,2024-06-30 23:41:03,1601,석계역 문화광장 내 자전거 보관소,0,2024-06-30 23:56:29,03718,번동3단지 버스정류장,0,15,2530.0,2001,\N,내국인,ST-600,ST-2610,일반자전거
SPB-35253,2024-06-30 23:52:54,746,목동2단지 상가,0,2024-06-30 23:56:32,00754,목동1단지아파트 118동 앞,0,3,617.41,1976,M,내국인,ST-1017,ST-1495,일반자전거
SPB-40048,2024-06-30 23:53:26,3550,금호나들목,0,2024-06-30 23:56:33,00565,옥수역 3번출구,0,3,438.54,1981,M,내국인,ST-2332,ST-366,일반자전거
SPB-49433,2024-06-30 23:48:04,3219,영등포역 1번출구,0,2024-06-30 23:56:34,00255,도림사거리,0,8,1390.0,1989,M,내국인,ST-1990,ST-303,일반자전거
SPB-67130,2024-06-30 23:06:58,1063,강동롯데캐슬퍼스트 아파트(관리동),0,2024-06-30 23:56:34,01063,강동롯데캐슬퍼스트 아파트(관리동),0,49,11364.37,1974,\N,내국인,ST-1762,ST-1762,일반자전거
SPB-61707,2024-06-30 23:55:14,1758,솔밭공원역 1번출구 주변,0,2024-06-30 23:56:35,01757,솔밭공원역 1번출구 앞,0,1,140.0,1968,,내국인,ST-2103,ST-2102,일반자전거
SPB-59766,2024-06-30 22:56:57,2110,조원동 미성아파트,0,2024-06-30 23:56:37,02144,난우길입구,0,59,1880.0,1971,F,내국인,ST-950,ST-709,일반자전거
SPB-59643,2024-06-30 23:49:52,849,삼각지 자이아파트,0,2024-06-30 23:56:38,00820,청파동입구 교차로,0,6,1642.91,1980,M,내국인,ST-2173,ST-439,일반자전거
SPB-83038,2024-06-30 23:56:29,2171,서울대입구역 5번출구,99,2024-06-30 23:56:38,02171,서울대입구역 5번출구,99,0,0.0,1998,\N,내국인,ST-1337,ST-1337,새싹자전거
SPB-43049,2024-06-30 23:34:37,2713,우장초등학교 앞,0,2024-06-30 23:56:41,01184,마곡13단지,0,22,4212.29,1996,M,내국인,ST-2029,ST-1645,일반자전거
SPB-31910,2024-06-30 23:53:12,1628,노일초등학교 앞,0,2024-06-30 23:56:41,01639,희성오피앙,0,3,700.73,\N,M,내국인,ST-868,ST-612,일반자전거
SPB-39751,2024-06-30 23:38:43,1750,창포원 남쪽 입구,0,2024-06-30 23:56:44,04019,상계주공10단지 버스정류소,0,18,3661.19,2000,M,내국인,ST-2095,ST-2710,일반자전거
SPB-63088,2024-06-30 23:38:17,1750,창포원 남쪽 입구,0,2024-06-30 23:56:45,04019,상계주공10단지 버스정류소,0,18,3630.0,1999,\N,내국인,ST-2095,ST-2710,일반자전거
SPB-37571,2024-06-30 23:41:44,657,동대문롯데캐슬아파트 앞,0,2024-06-30 23:56:46,00613,신설동역 10번출구 앞,0,15,2461.65,2000,\N,내국인,ST-1629,ST-272,일반자전거
SPB-58843,2024-06-30 23:43:32,1358,정릉도서관 앞,0,2024-06-30 23:56:46,01386,동선고가차도 초입,0,13,2005.49,\N,\N,외국인,ST-1384,ST-2227,일반자전거
SPB-68052,2024-06-30 23:10:02,839,보광동 삼성리버빌아파트 앞,0,2024-06-30 23:56:47,02077,노들역 3번출구,0,46,6470.0,1997,M,내국인,ST-1441,ST-2350,일반자전거
SPB-57768,2024-06-30 23:55:13,1360,정릉역,0,2024-06-30 23:56:47,01360,정릉역,0,1,120.0,1995,\N,내국인,ST-1386,ST-1386,일반자전거
SPB-63368,2024-06-30 23:26:39,3769,증미역 2번출구,0,2024-06-30 23:56:48,03769,증미역 2번출구,0,30,1828.97,1994,M,내국인,ST-2550,ST-2550,일반자전거
SPB-41753,2024-06-30 21:47:28,3127,홍은2파출소 옆,0,2024-06-30 23:56:48,03128,동신병원 맞은편,0,129,35004.66,2002,M,내국인,ST-2212,ST-2213,일반자전거
SPB-64977,2024-06-30 23:53:30,736,오솔길공원,0,2024-06-30 23:56:48,00759,보아스아파트 앞,0,3,390.0,\N,F,내국인,ST-1007,ST-1500,일반자전거
SPB-64321,2024-06-30 23:05:38,4004,당고개입구오거리 당현천변,0,2024-06-30 23:56:48,01743,창동19단지아파트 관리사무소앞,0,51,12837.52,1996,\N,내국인,ST-2700,ST-2088,일반자전거
SPB-62385,2024-06-30 23:47:40,5508,성산유수지공원,0,2024-06-30 23:56:48,03121,가좌삼거리,0,9,1378.07,2001,M,내국인,ST-3272,ST-2206,일반자전거
SPB-69709,2024-06-30 23:50:23,4812,묵동 이마트 앞,0,2024-06-30 23:56:49,01454,한국전력공사(동대문 중랑지사),0,6,880.89,1968,F,내국인,ST-2635,ST-1346,일반자전거
SPB-43612,2024-06-30 23:33:13,1653,노원역1번출구,0,2024-06-30 23:56:50,01670,노원경찰서교차로,0,23,2338.1,2002,M,내국인,ST-1121,ST-1287,일반자전거
SPB-31894,2024-06-30 23:51:52,2377,수서역 5번출구,0,2024-06-30 23:56:51,04880,송파청소년센터,0,4,936.82,1999,\N,내국인,ST-1186,ST-2957,일반자전거
SPB-68091,2024-06-30 23:43:06,456,숭인2동 주민센터 입구,0,2024-06-30 23:56:52,00374,청구역 2번출구 앞,0,13,1795.93,1999,F,내국인,ST-1609,ST-189,일반자전거
SPB-41057,2024-06-30 23:50:01,542,강변역 4번출구 뒤,0,2024-06-30 23:56:55,03882,자양2동 주민센터,0,6,1550.22,2002,M,내국인,ST-254,ST-2891,일반자전거
SPB-54145,2024-06-30 23:40:58,2016,신대방삼거리역 3번출구쪽,0,2024-06-30 23:56:57,02136,신림역 8번출구,0,15,1796.73,1967,M,내국인,ST-688,ST-976,일반자전거
SPB-63900,2024-06-30 23:47:46,103,망원역 2번출구 앞,0,2024-06-30 23:56:57,00154,마포구청역,0,9,922.41,2004,F,내국인,ST-5,ST-211,일반자전거
SPB-59733,2024-06-30 23:43:34,505,자양사거리 광진아크로텔 앞,0,2024-06-30 23:56:58,03868,자양한강도서관,0,13,1030.0,1995,M,내국인,ST-102,ST-2546,일반자전거
SPB-56244,2024-06-30 23:51:31,1478,홈플러스 상봉점 앞,0,2024-06-30 23:56:59,04813,망우지구대,0,5,407.21,2004,M,내국인,ST-2299,ST-2636,일반자전거
SPB-64601,2024-06-30 23:47:55,3212,신풍역 6번출구,0,2024-06-30 23:57:01,05871,건영상가 앞,0,9,1309.31,2001,\N,내국인,ST-1983,ST-3250,일반자전거
SPB-53728,2024-06-30 23:31:38,4217,한강공원 망원나들목,0,2024-06-30 23:57:04,04659,신진과학기술고등학교 버스정류장(응암시장 방면),0,25,5590.0,2004,\N,내국인,ST-2905,ST-2777,일반자전거
SPB-66701,2024-06-30 23:41:05,1450,화랑대역 7번출구,0,2024-06-30 23:57:04,01438,홈플러스 신내점 앞,0,15,1190.0,2007,M,내국인,ST-1333,ST-596,일반자전거
SPB-66449,2024-06-30 23:54:20,613,신설동역 10번출구 앞,0,2024-06-30 23:57:05,00568,청계8가 사거리 B,0,2,470.0,1982,M,내국인,ST-272,ST-369,일반자전거
SPB-66458,2024-06-30 23:41:06,1450,화랑대역 7번출구,0,2024-06-30 23:57:07,01438,홈플러스 신내점 앞,0,16,1160.0,2007,M,내국인,ST-1333,ST-596,일반자전거
SPB-31014,2024-06-30 23:55:17,663,외대앞역 3번출구,0,2024-06-30 23:57:07,04102,휘경1동주민센터 앞,0,1,0.0,1968,\N,내국인,ST-1671,ST-2496,일반자전거
SPB-37756,2024-06-30 23:51:30,4512,목동13_14단지 사거리,0,2024-06-30 23:57:07,00758,한사랑교회 앞,0,5,954.42,2000,F,내국인,ST-2763,ST-1499,일반자전거
SPB-61899,2024-06-30 23:53:52,1964,원메디타운 앞,0,2024-06-30 23:57:08,01931,개봉역2번출구 A,0,3,800.0,1975,F,내국인,ST-1226,ST-920,일반자전거
SPB-43502,2024-06-30 23:29:44,829,한강대교 북단 교차로,0,2024-06-30 23:57:11,02050,노량진역 5번출구,0,27,3242.71,1984,\N,내국인,ST-1326,ST-699,일반자전거
SPB-51712,2024-06-30 23:55:51,739,신월사거리,0,2024-06-30 23:57:12,00739,신월사거리,0,1,0.0,2006,F,내국인,ST-1010,ST-1010,일반자전거
SPB-67180,2024-06-30 23:55:37,2703,서울도시가스 앞,0,2024-06-30 23:57:13,02703,서울도시가스 앞,0,1,0.0,2006,M,내국인,ST-2018,ST-2018,일반자전거
SPB-45724,2024-06-30 23:52:39,3520,광진경찰서,0,2024-06-30 23:57:14,03575,자양사거리(서원빌딩),0,4,690.0,2004,M,내국인,ST-1378,ST-2314,일반자전거
SPB-55733,2024-06-30 23:05:36,1656,중앙하이츠 아파트 입구,0,2024-06-30 23:57:14,01656,중앙하이츠 아파트 입구,0,51,0.0,1993,F,내국인,ST-1124,ST-1124,일반자전거
SPB-55004,2024-06-30 23:54:55,703,오목교역 7번출구 앞,0,2024-06-30 23:57:15,04508,유원목동아파트 103동 앞,0,2,320.0,1979,\N,내국인,ST-311,ST-2760,일반자전거
SPB-48137,2024-06-30 23:45:20,1253,오금역 3번 출구 뒤,0,2024-06-30 23:57:15,01227,거여역 8번출구 뒤,0,11,1580.0,1998,F,내국인,ST-1072,ST-895,일반자전거
SPB-38858,2024-06-30 21:59:15,1150,송정역 1번출구,0,2024-06-30 23:57:15,03761,나이아가라관광호텔,0,118,6531.07,1994,M,내국인,ST-1062,ST-2478,일반자전거
SPB-33168,2024-06-30 23:24:36,5057,마곡역4번출구,0,2024-06-30 23:57:15,02711,가로공원공영주차장 1번 출구,0,32,4017.55,1993,F,내국인,ST-2886,ST-2027,일반자전거
SPB-51076,2024-06-30 23:41:43,5326,대진고교앞 교차로,0,2024-06-30 23:57:17,04040,공릉로 26길,0,15,2702.08,1989,M,내국인,ST-3262,ST-2861,일반자전거
SPB-36454,2024-06-30 23:51:45,511,서울숲역 5번 출구 옆,0,2024-06-30 23:57:18,04381,더스페이스타워 앞,0,5,819.72,2000,M,내국인,ST-108,ST-3042,일반자전거
SPB-31046,2024-06-30 23:50:05,4512,목동13_14단지 사거리,0,2024-06-30 23:57:19,00758,한사랑교회 앞,0,7,1055.54,1998,F,내국인,ST-2763,ST-1499,일반자전거
SPB-42495,2024-06-30 23:23:23,905,구파발역 2번출구,0,2024-06-30 23:57:19,00984,상신초등학교앞 버스정류장,0,33,4559.95,1999,M,내국인,ST-453,ST-2252,일반자전거
SPB-42685,2024-06-30 23:42:58,797,목동아파트 1422동 1434동 사잇길,0,2024-06-30 23:57:19,04547,목동역 2번 출구,0,14,1800.53,1975,\N,내국인,ST-2398,ST-3304,일반자전거
SPB-49071,2024-06-30 22:15:10,1734,쌍문현대1차아파트 108동 앞,0,2024-06-30 23:57:20,01767,방학초등학교 앞,0,102,8699.65,1989,M,내국인,ST-1466,ST-2112,일반자전거
SPB-58323,2024-06-30 23:36:48,915,증산역 4번출구,0,2024-06-30 23:57:22,00939,은평구청 교차로,0,20,2825.66,1985,M,내국인,ST-463,ST-1025,일반자전거
SPB-33290,2024-06-30 23:54:28,818,숙명여대 입구 교차로,0,2024-06-30 23:57:22,00828,숙대입구역 8번,0,2,0.0,1961,M,내국인,ST-437,ST-1325,일반자전거
SPB-45624,2024-06-30 22:33:20,382,약수역 10번출구 앞,0,2024-06-30 23:57:23,00382,약수역 10번출구 앞,0,84,3447.59,1995,F,내국인,ST-197,ST-197,일반자전거
SPB-35893,2024-06-30 23:42:41,1451,중랑세무서,0,2024-06-30 23:57:23,04824,상봉신협 앞,0,14,1870.52,\N,F,내국인,ST-1334,ST-2922,일반자전거
SPB-41857,2024-06-30 23:42:12,624,전농동 동아아파트 앞,0,2024-06-30 23:57:24,00630,동대문구 보건소,0,15,1068.67,1996,M,내국인,ST-392,ST-397,일반자전거
SPB-44677,2024-06-30 23:34:08,2148,낙성대역 3번출구 뒤,0,2024-06-30 23:57:24,02229,로고스교회 맞은 편,0,23,3164.04,1965,M,내국인,ST-887,ST-759,일반자전거
SPB-66693,2024-06-30 23:52:34,650,중랑교사거리,0,2024-06-30 23:57:24,01451,중랑세무서,0,4,430.0,\N,\N,내국인,ST-1302,ST-1334,일반자전거
SPB-40729,2024-06-30 23:34:52,342,대학로 마로니에공원,0,2024-06-30 23:57:25,03514,왕십리교회옆,0,22,3129.82,1996,F,내국인,ST-158,ST-1198,일반자전거
SPB-57142,2024-06-30 23:53:36,3643,더시그넘하우스 앞,0,2024-06-30 23:57:25,02426,강남한신휴플러스 6단지,0,3,710.0,\N,M,내국인,ST-2868,ST-1892,일반자전거
SPB-45677,2024-06-30 23:36:40,2644,성내5교,0,2024-06-30 23:57:26,01028,포레스 주상복합 빌딩,0,20,4168.22,1984,\N,내국인,ST-1796,ST-1045,일반자전거
SPB-45944,2024-06-30 23:48:46,1061,천호초교 입구 사거리(일주빌딩),0,2024-06-30 23:57:27,03698,명일역 3번출구 옆,0,8,980.34,1999,M,내국인,ST-1621,ST-3085,일반자전거
SPB-57586,2024-06-30 23:52:57,359,원남동사거리,0,2024-06-30 23:57:30,00356,KT혜화지사 앞,0,4,470.0,1978,M,내국인,ST-174,ST-172,일반자전거
SPB-67799,2024-06-30 23:39:34,1908,해원리바파크 육교 밑,0,2024-06-30 23:57:30,01908,해원리바파크 육교 밑,0,17,2346.69,1981,M,내국인,ST-666,ST-666,일반자전거
SPB-32240,2024-06-30 23:40:46,3868,자양한강도서관,0,2024-06-30 23:57:31,00548,자양나들목,0,16,1373.2,1992,F,내국인,ST-2546,ST-258,일반자전거
SPB-33937,2024-06-30 23:54:20,5862,당산역11번출구,0,2024-06-30 23:57:31,00290,새말소공원,0,3,397.53,1978,F,내국인,ST-3187,ST-1698,일반자전거
SPB-45895,2024-06-30 23:57:23,589,성수역3번출구,0,2024-06-30 23:57:32,00589,성수역3번출구,0,0,0.0,\N,M,내국인,ST-506,ST-506,일반자전거
SPB-68461,2024-06-30 23:50:17,5872,서경팰리스 앞,0,2024-06-30 23:57:32,04575,대림동 e편한세상영등포아델포레,0,7,1403.22,2006,M,내국인,ST-3283,ST-2823,일반자전거
SPB-70380,2024-06-30 23:48:50,2646,레이크펠리스101동앞,0,2024-06-30 23:57:32,01221,삼전역 4번출구,0,8,668.43,2003,M,내국인,ST-1867,ST-933,일반자전거
SPB-40349,2024-06-30 22:03:59,3205,문래현대2차,0,2024-06-30 23:57:33,00275,신동아아파트,0,113,15594.98,1993,F,내국인,ST-1976,ST-1320,일반자전거
SPB-46710,2024-06-30 23:55:09,1914,대림역4번출구,0,2024-06-30 23:57:33,01985,구로도서관,0,2,480.0,1993,M,내국인,ST-918,ST-1275,일반자전거
SPB-44958,2024-06-30 23:35:09,1737,신창시장,0,2024-06-30 23:57:33,01396,래미안장위퍼스트하이(513동),0,22,3110.7,1997,\N,내국인,ST-1469,ST-2237,일반자전거
SPB-65957,2024-06-30 23:52:20,307,서울역사박물관 앞,0,2024-06-30 23:57:34,00316,종각역 1번출구 앞,0,5,959.77,1998,M,내국인,ST-123,ST-132,일반자전거
SPB-52454,2024-06-30 23:42:58,4875,위례포레샤인13단지,0,2024-06-30 23:57:35,01207,마천중앙시장,0,14,2903.63,2008,M,내국인,ST-2917,ST-738,일반자전거
SPB-33074,2024-06-30 23:24:27,4117,휘경119안전센터 앞,0,2024-06-30 23:57:36,01616,하계2동 공항버스정류장 옆,0,33,5963.91,1999,\N,내국인,ST-2506,ST-605,일반자전거
SPB-42155,2024-06-30 23:01:53,299,여의도 순복음교회,0,2024-06-30 23:57:38,01157,강서구청,0,55,10470.12,2004,M,내국인,ST-1971,ST-1069,일반자전거
SPB-69815,2024-06-30 23:13:52,834,효창공원앞역 3번출구 뒤,0,2024-06-30 23:57:38,04640,원효로2가 교차로,0,43,5952.61,1983,M,내국인,ST-1341,ST-3135,일반자전거
SPB-38857,2024-06-30 23:04:27,223,진주아파트상가 앞,0,2024-06-30 23:57:38,05859,여의도 삼부아파트,0,53,6377.2,2002,M,내국인,ST-69,ST-3160,일반자전거
SPB-41092,2024-06-30 22:50:46,2364,도산공원교차로,0,2024-06-30 23:57:39,02518,서초동 현대아파트 앞,0,66,5343.9,2001,,내국인,ST-1173,ST-1903,일반자전거
SPB-36202,2024-06-30 22:59:10,1650,중계근린공원내,0,2024-06-30 23:57:39,01616,하계2동 공항버스정류장 옆,0,58,572.66,2006,M,내국인,ST-1118,ST-605,일반자전거
SPB-43473,2024-06-30 23:53:04,3420,성균관대입구 사거리 B,0,2024-06-30 23:57:40,04711,올림픽기념 국민생활관 로터리,0,4,892.37,2003,M,내국인,ST-1817,ST-2427,일반자전거
SPB-42009,2024-06-30 23:49:18,796,목동아파트 14단지 B상가 앞,0,2024-06-30 23:57:40,04541,갈산문화예술센터,0,8,661.05,1982,F,내국인,ST-2397,ST-3089,일반자전거
SPB-62877,2024-06-30 23:29:55,609,제기2교,0,2024-06-30 23:57:41,01501,"미아역 3번,4번 출구 사이",0,27,4482.38,1989,M,내국인,ST-269,ST-948,일반자전거
SPB-66923,2024-06-30 22:34:57,382,약수역 10번출구 앞,0,2024-06-30 23:57:42,00382,약수역 10번출구 앞,0,82,3380.0,1994,M,내국인,ST-197,ST-197,일반자전거
SPB-51259,2024-06-30 23:47:30,3778,김포공항입구 교차로,0,2024-06-30 23:57:42,02733,마곡13단지 정문 앞,0,10,1113.75,1966,\N,내국인,ST-2486,ST-2050,일반자전거
SPB-32661,2024-06-30 23:05:11,2176,보라매공원 보도육교,0,2024-06-30 23:57:43,02106,세이브마트,0,52,6061.28,1989,M,내국인,ST-1357,ST-705,일반자전거
SPB-46444,2024-06-30 23:51:50,826,서울역 서부교차로2,0,2024-06-30 23:57:43,00818,숙명여대 입구 교차로,0,5,1166.04,1975,M,내국인,ST-946,ST-437,일반자전거
SPB-44821,2024-06-30 23:30:50,1297,석촌호수교차로(동호 팔각정 앞),0,2024-06-30 23:57:43,01297,석촌호수교차로(동호 팔각정 앞),0,26,3008.94,1994,\N,내국인,ST-1586,ST-1586,일반자전거
SPB-30632,2024-06-30 23:48:45,2921,중계역 2번출구,0,2024-06-30 23:57:45,04090,녹천교 앞 사거리,0,9,1111.86,2004,F,내국인,ST-2087,ST-3175,일반자전거
SPB-34306,2024-06-30 23:49:12,796,목동아파트 14단지 B상가 앞,0,2024-06-30 23:57:45,04541,갈산문화예술센터,0,8,625.19,2007,M,내국인,ST-2397,ST-3089,일반자전거
SPB-69370,2024-06-30 23:47:47,1518,수유2동은행빌딩 앞,0,2024-06-30 23:57:46,01520,수유중앙시장,0,9,822.12,1975,\N,내국인,ST-654,ST-650,일반자전거
SPB-56379,2024-06-30 23:52:45,1244,문정 법조단지8,0,2024-06-30 23:57:46,02628,문정역 1번출구,0,5,760.0,1998,F,내국인,ST-904,ST-1855,일반자전거
SPB-57520,2024-06-30 23:45:16,3761,나이아가라관광호텔,0,2024-06-30 23:57:47,00744,신목동역 2번 출구,0,12,1250.0,1995,F,내국인,ST-2478,ST-1015,일반자전거
SPB-66744,2024-06-30 23:06:42,1503,강북구청사거리(수유역 8번출구),0,2024-06-30 23:57:47,01707,도봉구민회관,0,51,6598.03,1992,M,내국인,ST-643,ST-615,일반자전거
SPB-40395,2024-06-30 23:49:50,796,목동아파트 14단지 B상가 앞,0,2024-06-30 23:57:49,04541,갈산문화예술센터,0,7,625.18,2007,F,내국인,ST-2397,ST-3089,일반자전거
SPB-55544,2024-06-30 23:52:50,421,마포구청 앞,0,2024-06-30 23:57:49,00438,성산2-1 공영주차장,0,4,447.67,1978,F,내국인,ST-82,ST-1692,일반자전거
